zip,lat,lon,state
32030,30.1056,-81.769,FL
43537,41.5817,-83.6628,OH
45469,39.7405,-84.1789,OH
48472,43.4886,-82.9301,MI
58277,47.6062,-97.9051,ND
60111,42.0086,-88.8306,IL
65708,36.9212,-93.9258,MO
77221,29.834,-95.4342,TX
83639,43.5399,-116.824,ID
86003,35.1981,-111.6513,AZ
6128,41.7918,-72.7188,CT
14546,43.0246,-77.7743,NY
24551,37.3379,-79.2791,VA
32968,27.5999,-80.4382,FL
33573,27.7147,-82.3538,FL
59846,47.066,-114.4219,MT
62881,38.6264,-88.9481,IL
64448,39.5891,-94.7913,MO
65320,39.0694,-92.9487,MO
67072,37.531,-96.6791,KS
98650,45.9828,-121.5163,WA
4336,44.3157,-69.818,ME
18944,40.3765,-75.2648,PA
20152,38.8976,-77.5092,VA
61275,41.6013,-90.3263,IL
73572,34.3605,-98.314,OK
84701,38.7388,-112.0744,UT
94123,37.7999,-122.4342,CA
98824,47.0792,-119.8601,WA
3777,43.8941,-72.0978,NH
4055,43.9681,-70.5988,ME
15365,40.1611,-80.3781,PA
18831,41.8966,-76.5328,PA
24009,37.2742,-79.9579,VA
25981,38.0576,-80.7068,WV
33323,26.152,-80.3165,FL
38765,33.0662,-90.8684,MS
58345,48.3033,-98.4142,ND
72376,35.0834,-90.255,AR
73667,35.9972,-98.9825,OK
94235,38.5816,-121.4944,CA
6031,41.9559,-73.3632,CT
7823,40.8308,-75.0503,NJ
7931,40.6996,-74.6536,NJ
15942,40.3793,-78.8352,PA
16602,40.5052,-78.3905,PA
24894,37.2929,-81.6971,WV
25404,39.4852,-77.8954,WV
31071,32.0907,-83.5158,GA
31329,32.3697,-81.3618,GA
39525,30.3728,-89.3779,MS
49668,44.4075,-85.7061,MI
64441,40.4181,-94.3066,MO
65556,37.8528,-92.3962,MO
73742,36.0868,-97.8926,OK
77983,28.4101,-96.7023,TX
78263,29.3614,-98.3174,TX
84102,40.76,-111.8627,UT
95402,38.4399,-122.7096,CA
17403,39.9494,-76.713,PA
32052,30.5029,-82.9322,FL
46348,41.3157,-86.8682,IN
47970,40.517,-87.1225,IN
65483,37.3218,-91.953,MO
80466,39.9703,-105.4813,CO
90009,34.0522,-118.2437,CA
99006,47.9543,-117.4769,WA
2453,42.3654,-71.2317,MA
4252,43.9978,-70.0734,ME
7452,40.9602,-74.1254,NJ
10590,41.2553,-73.5402,NY
12827,43.4285,-73.4784,NY
18037,40.6701,-75.4955,PA
24854,37.744,-81.575,WV
24970,37.7418,-80.4626,WV
36916,32.2094,-88.049,AL
40536,38.0321,-84.5084,KY
50142,42.0066,-92.7756,IA
52585,41.1939,-91.9739,IA
57053,43.402,-97.1333,SD
58440,46.3701,-99.1733,ND
66024,39.7573,-94.8824,KS
67031,37.3903,-97.6284,KS
91214,34.2316,-118.2457,CA
3071,42.7511,-71.8703,NH
6498,41.2927,-72.4563,CT
13090,43.1528,-76.2235,NY
13757,42.4101,-74.8987,NY
30049,33.9495,-83.9922,GA
30549,34.1062,-83.5708,GA
32703,28.6354,-81.4888,FL
36748,32.3053,-87.7954,AL
37724,36.5504,-83.681,TN
38347,35.4782,-88.5019,TN
42567,37.2642,-84.6066,KY
45764,39.4556,-82.2309,OH
50648,42.4823,-92.0456,IA
55969,44.1025,-91.8158,MN
62661,39.6704,-89.8588,IL
70611,30.322,-93.2111,LA
72165,35.5762,-91.4539,AR
81211,38.838,-106.1471,CO
83655,43.959,-116.8048,ID
92166,32.7153,-117.1573,CA
19610,40.338,-75.978,PA
21409,39.0416,-76.4377,MD
37714,36.3028,-84.203,TN
41022,38.9624,-84.7478,KY
45358,39.987,-84.4866,OH
49841,46.3311,-87.4397,MI
71006,32.6976,-93.691,LA
79018,35.6837,-102.3302,TX
79087,36.374,-102.9845,TX
90745,33.823,-118.2684,CA
6374,41.6775,-71.922,CT
6712,41.5022,-72.9788,CT
15870,41.5735,-78.6823,PA
19901,39.1564,-75.4955,DE
20460,38.8764,-77.0188,DC
33707,27.7549,-82.7208,FL
40353,38.0548,-83.9388,KY
48910,42.7008,-84.549,MI
54636,43.9761,-91.2497,WI
54655,43.3919,-90.7663,WI
68180,41.2586,-95.9378,NE
95201,37.958,-121.2876,CA
19136,40.0422,-75.0244,PA
25060,37.9622,-81.4968,WV
29941,32.5431,-80.8126,SC
39090,33.0446,-89.5724,MS
43016,40.0985,-83.1537,OH
43540,41.6952,-83.926,OH
46545,41.6835,-86.1682,IN
47338,40.3377,-85.3544,IN
50851,40.8841,-94.5612,IA
51246,43.4272,-96.1781,IA
66218,39.0417,-94.7202,KS
76208,33.2117,-97.0612,TX
85341,31.8826,-112.8157,AZ
17057,40.2041,-76.7331,PA
17080,40.6392,-76.8029,PA
20389,38.8933,-77.0146,DC
22485,38.2811,-77.126,VA
26421,39.19,-80.9347,WV
29633,34.6834,-82.8374,SC
33944,26.9464,-81.3091,FL
44046,41.5384,-81.0734,OH
46965,40.4127,-86.1015,IN
47106,38.4362,-85.9215,IN
52660,40.9835,-91.3026,IA
67501,38.055,-97.9311,KS
72370,35.7019,-89.9798,AR
76798,31.547,-97.1203,TX
85032,33.6238,-112.0044,AZ
87017,36.3202,-106.7687,NM
87060,34.7426,-106.7328,NM
95481,39.1269,-123.1658,CA
6471,41.3323,-72.7809,CT
13147,42.7708,-76.5862,NY
24882,37.6197,-81.7586,WV
29516,34.5171,-79.6442,SC
32721,28.9973,-81.2995,FL
37171,36.3626,-87.3061,TN
38782,33.5018,-91.0584,MS
60619,41.7458,-87.6054,IL
62933,37.7726,-89.025,IL
63636,37.2955,-90.6279,MO
67484,38.9916,-97.8319,KS
70075,29.9335,-89.9214,LA
93436,34.6583,-120.4506,CA
97469,42.9389,-123.3612,OR
99540,61.1089,-149.4403,AK
1467,42.4871,-71.6131,MA
5847,44.7961,-72.4501,VT
6248,41.6842,-72.3986,CT
12803,43.2836,-73.6294,NY
16114,41.3931,-80.1837,PA
16335,41.6338,-80.1488,PA
17071,40.309,-77.5697,PA
25410,39.3159,-77.8772,WV
56285,44.7975,-95.3538,MN
60641,41.9453,-87.7474,IL
88312,33.4314,-105.6776,NM
2715,41.8125,-71.1427,MA
7440,40.9473,-74.296,NJ
15829,41.1762,-79.1976,PA
28374,35.1884,-79.4732,NC
30663,33.6163,-83.6023,GA
41169,38.5173,-82.6977,KY
41224,37.8754,-82.5337,KY
45140,39.2445,-84.2588,OH
48094,42.7262,-83.0268,MI
51451,42.1845,-94.6917,IA
63014,38.6444,-91.3374,MO
70116,29.9686,-90.0646,LA
78677,29.3739,-97.565,TX
87025,35.8927,-106.7714,NM
88532,31.6948,-106.3,TX
91406,34.2006,-118.4868,CA
92707,33.7086,-117.8701,CA
93653,37.279,-119.8766,CA
2331,41.9705,-70.7014,MA
32635,29.6813,-82.3539,FL
36720,32.1585,-87.3468,AL
36922,32.3038,-88.1476,AL
46240,39.9069,-86.1238,IN
63031,38.8069,-90.3401,MO
64436,39.8555,-94.6977,MO
75840,31.7361,-96.1572,TX
80250,39.7392,-104.9847,CO
85351,33.6061,-112.2797,AZ
3441,42.7851,-72.4349,NH
5858,44.5501,-71.7867,VT
12749,41.6874,-74.8358,NY
28804,35.6374,-82.5646,NC
29368,35.084,-81.8598,SC
31085,33.435,-83.6269,GA
35546,33.6945,-87.6226,AL
39566,30.4113,-88.8278,MS
50206,42.2693,-93.1753,IA
50616,43.0683,-92.6761,IA
71447,31.4207,-92.8312,LA
75485,33.3627,-96.4635,TX
90703,33.8669,-118.0686,CA
92093,32.8473,-117.2742,CA
95665,38.4049,-120.6544,CA
97444,42.4073,-124.4218,OR
98260,48.0187,-122.453,WA
3908,43.2292,-70.7859,ME
10701,40.9461,-73.8669,NY
14607,43.1501,-77.589,NY
16210,40.9049,-79.5074,PA
20799,38.8336,-76.8777,MD
27818,36.5015,-77.0094,NC
30288,33.6369,-84.3371,GA
49119,41.8744,-86.549,MI
50136,41.4613,-92.2395,IA
92137,32.8538,-117.1197,CA
12493,41.7953,-73.9809,NY
27592,35.547,-78.6717,NC
32811,28.5163,-81.4516,FL
39854,31.8854,-85.1059,GA
45162,39.2884,-84.0967,OH
45372,40.0139,-83.8333,OH
46374,41.2111,-86.8725,IN
48080,42.4706,-82.9022,MI
55420,44.8358,-93.2778,MN
66835,38.5098,-96.2608,KS
74650,36.4992,-96.7755,OK
75926,31.2269,-94.9812,TX
87191,35.0443,-106.6729,NM
12983,44.3243,-74.133,NY
27502,35.7225,-78.8408,NC
33852,27.2945,-81.3649,FL
37070,36.3231,-86.7133,TN
40269,38.189,-85.6768,KY
41543,37.5624,-82.2803,KY
43901,40.2126,-80.8815,OH
45238,39.1092,-84.6108,OH
45813,41.1887,-84.7448,OH
46803,41.0695,-85.1074,IN
51061,42.5781,-95.7295,IA
52583,40.7585,-93.1527,IA
65616,36.669,-93.2481,MO
67235,37.7149,-97.499,KS
79261,34.4036,-100.8449,TX
88031,32.2398,-107.7404,NM
94257,38.5816,-121.4944,CA
5759,43.5522,-72.9561,VT
5778,43.894,-73.203,VT
26203,38.5419,-80.5742,WV
43727,39.8897,-81.8301,OH
49920,46.1093,-88.3505,MI
56175,44.2342,-95.6213,MN
60919,40.9819,-88.1921,IL
61430,40.9402,-90.3109,IL
64843,36.7323,-94.3986,MO
66051,38.8999,-94.832,KS
75169,32.7283,-96.0079,TX
76177,32.9448,-97.3124,TX
79031,34.2415,-102.4213,TX
83451,43.8907,-111.6504,ID
84201,41.2443,-112.0079,UT
92412,,,
3303,43.2817,-71.6595,NH
14168,42.5189,-78.9959,NY
23093,38.0132,-78.0347,VA
25541,38.414,-82.1458,WV
27617,35.9034,-78.7447,NC
30818,33.2652,-82.3294,GA
37185,36.0997,-87.7991,TN
41537,37.1911,-82.6513,KY
42376,37.6206,-87.0591,KY
44406,41.0293,-80.7564,OH
67647,39.9517,-99.5391,KS
68176,41.2586,-95.9378,NE
77344,30.7235,-95.5508,TX
80759,40.1301,-102.7072,CO
83860,48.2035,-116.5455,ID
90029,34.09,-118.2944,CA
92196,32.7153,-117.1573,CA
97040,45.6508,-121.379,OR
13107,43.4578,-76.1534,NY
15445,39.8728,-79.6568,PA
17563,39.7705,-76.1791,PA
25389,38.354,-81.6394,WV
31017,32.6057,-83.2454,GA
31901,32.473,-84.9795,GA
37046,35.7832,-86.7495,TN
43326,40.6404,-83.6111,OH
48203,42.4212,-83.1009,MI
56593,46.8035,-95.3535,MN
62260,38.4443,-90.0888,IL
62893,38.467,-89.0328,IL
66419,39.354,-95.6127,KS
71726,33.6652,-92.9969,AR
77713,30.085,-94.2607,TX
84638,39.5302,-112.2952,UT
85356,32.6935,-114.1561,AZ
91913,32.6513,-116.9852,CA
92278,34.238,-116.0604,CA
25164,38.4912,-81.1989,WV
32345,30.5451,-83.8713,FL
34101,26.1423,-81.796,FL
42217,37.0344,-87.4891,KY
45177,39.4488,-83.8417,OH
51651,40.6575,-95.025,IA
55704,46.1964,-92.7528,MN
68430,40.6702,-96.6391,NE
77519,30.225,-94.6096,TX
80231,39.6793,-104.8843,CO
93387,35.2944,-118.9052,CA
12936,44.2807,-73.3731,NY
12972,44.5851,-73.5293,NY
16211,40.7865,-79.2011,PA
17102,40.2728,-76.891,PA
59412,47.3821,-110.9081,MT
65662,37.4947,-92.6001,MO
74461,35.3814,-95.7056,OK
79525,32.6423,-99.9239,TX
92172,32.7153,-117.1573,CA
94559,38.2904,-122.2841,CA
99114,48.578,-117.8645,WA
16510,42.1087,-79.9535,PA
26572,39.4798,-80.3098,WV
30353,33.749,-84.388,GA
40115,37.7358,-86.2378,KY
43928,40.0109,-80.8993,OH
46045,40.2898,-86.1494,IN
49287,42.0369,-84.0768,MI
75478,33.1767,-95.3433,TX
75671,32.5449,-94.3674,TX
79043,34.3878,-102.1155,TX
81521,39.1637,-108.7218,CO
81649,39.5122,-106.3681,CO
95465,38.4087,-122.9954,CA
544,40.8154,-73.0451,NY
6883,41.2195,-73.3715,CT
10463,40.8798,-73.9067,NY
20016,38.9381,-77.086,DC
26270,38.9234,-79.5246,WV
27717,36.0512,-78.8577,NC
32949,27.9289,-80.5264,FL
41832,37.1531,-82.9548,KY
43930,40.5676,-80.7659,OH
44131,41.3809,-81.6642,OH
50304,41.6727,-93.5722,IA
65721,37.0169,-93.2022,MO
70158,29.9229,-90.0709,LA
71263,32.8731,-91.4302,LA
71642,33.3631,-91.9088,AR
91912,32.6401,-117.0842,CA
1086,42.1734,-72.848,MA
6377,41.7156,-71.8196,CT
10005,40.7056,-74.0083,NY
13219,43.0409,-76.2262,NY
15212,40.4406,-79.9959,PA
16260,41.3957,-79.2266,PA
22227,38.8808,-77.1129,VA
22303,38.7912,-77.0814,VA
23065,37.7982,-77.9375,VA
23898,36.8437,-76.811,VA
26032,40.2107,-80.5503,WV
26150,39.1897,-81.5139,WV
27552,35.4168,-78.9334,NC
28467,33.9047,-78.5744,NC
40040,37.7568,-85.059,KY
41605,37.5555,-82.6267,KY
45710,39.2097,-82.2177,OH
56289,45.3583,-95.2049,MN
68343,40.6499,-97.1056,NE
76823,31.7503,-99.1568,TX
76933,31.8789,-100.2988,TX
81626,40.5152,-107.5465,CO
83012,43.715,-110.742,WY
4413,45.5507,-67.7436,ME
17853,40.7237,-77.0135,PA
34108,26.2416,-81.8071,FL
37902,35.9625,-83.9209,TN
38804,34.2823,-88.6715,MS
48037,42.5675,-83.15,MI
49706,45.4405,-84.7924,MI
55430,45.0639,-93.3022,MN
55434,45.1681,-93.2504,MN
59728,46.5034,-112.4007,MT
60518,41.5859,-88.9103,IL
66605,39.0151,-95.6439,KS
70633,30.4211,-93.4151,LA
84637,38.8318,-112.4561,UT
92377,34.1561,-117.4042,CA
99776,63.3853,-143.3464,AK
4411,44.9015,-68.6263,ME
15030,40.5821,-79.7818,PA
19706,39.5725,-75.5957,DE
22481,38.2115,-77.1394,VA
26415,39.2791,-81.0019,WV
26720,39.2803,-79.3296,WV
29336,34.9565,-82.0101,SC
49327,43.3392,-85.8368,MI
50622,42.6731,-92.3417,IA
56317,45.8975,-94.0936,MN
70465,30.8764,-90.5089,LA
76199,32.7714,-97.2915,TX
81062,38.2019,-103.941,CO
85706,32.1392,-110.9451,AZ
6514,41.362,-72.9361,CT
12128,42.725,-73.7643,NY
21612,38.7515,-76.2764,MD
31995,32.4958,-84.964,GA
36305,31.2197,-85.4828,AL
57027,43.197,-96.5135,SD
59919,48.3858,-114.061,MT
63855,36.0627,-90.0816,MO
65731,36.6578,-93.1243,MO
84404,41.2627,-111.9837,UT
5469,44.2404,-73.1347,VT
11565,40.675,-73.6731,NY
15771,40.8308,-78.9892,PA
16947,41.7781,-76.7711,PA
37349,35.4976,-86.0748,TN
38571,36.0527,-85.0138,TN
42024,37.0493,-89.0408,KY
43070,40.2158,-83.9579,OH
51455,41.9072,-95.0556,IA
68404,40.6514,-96.7442,NE
73458,34.3038,-97.1223,OK
77374,30.3765,-94.6361,TX
80001,39.8028,-105.0875,CO
87006,34.4996,-106.8038,NM
98119,47.6379,-122.3643,WA
98509,46.9781,-122.7024,WA
99707,64.8378,-147.7164,AK
1562,42.2441,-71.9906,MA
1772,42.2939,-71.532,MA
27244,36.1029,-79.5067,NC
54429,44.7802,-89.2478,WI
59489,47.6408,-109.2364,MT
78206,29.4375,-98.4616,TX
99729,63.3955,-148.8973,AK
7511,41.0114,-74.3048,NJ
15949,40.4042,-79.1395,PA
18427,41.4047,-75.4069,PA
20558,,,
26298,38.4865,-80.3006,WV
32241,30.3449,-81.6831,FL
37165,36.2948,-87.4703,TN
45888,40.6023,-84.086,OH
48124,42.2941,-83.2536,MI
50278,42.1535,-93.2928,IA
50842,41.0398,-94.4616,IA
61053,42.1053,-89.9845,IL
75495,33.4292,-96.5486,TX
87553,36.1763,-105.7105,NM
92236,33.675,-116.1772,CA
92335,34.0794,-117.4551,CA
6332,41.7229,-71.9067,CT
16417,41.9896,-80.3178,PA
29447,33.1052,-80.5948,SC
37091,35.4596,-86.7812,TN
41311,37.5999,-83.714,KY
48812,43.4138,-84.9753,MI
50592,42.7262,-95.1853,IA
55707,46.5196,-92.6292,MN
59717,45.628,-110.9013,MT
66853,37.9791,-96.1691,KS
79754,31.7068,-103.5988,TX
1520,42.342,-71.8414,MA
17921,40.7732,-76.343,PA
24317,36.5957,-80.6705,VA
24640,37.1134,-81.871,VA
26405,39.2234,-79.9017,WV
62069,39.0705,-89.7448,IL
74135,36.0976,-95.9228,OK
75487,33.3344,-95.0497,TX
75566,33.1735,-94.5424,TX
85648,31.5084,-111.0757,AZ
97754,44.3045,-120.8336,OR
98666,45.6387,-122.6615,WA
13119,42.9745,-76.4408,NY
18824,41.6932,-75.7897,PA
20372,38.8933,-77.0146,DC
26280,38.7325,-79.9786,WV
28056,35.2172,-81.1252,NC
34464,28.9169,-82.4582,FL
50063,41.6862,-93.9707,IA
51354,43.391,-95.5204,IA
54835,45.6753,-91.2238,WI
60106,41.9501,-87.945,IL
70812,30.5052,-91.1181,LA
73601,35.5115,-98.9795,OK
78723,30.3085,-97.6849,TX
11236,40.6407,-73.9028,NY
11777,40.9457,-73.0611,NY
23693,37.1256,-76.4469,VA
44669,40.8014,-81.154,OH
59215,47.4264,-105.6148,MT
63624,37.7539,-90.5984,MO
18349,41.1001,-75.3588,PA
19181,40.0018,-75.1179,PA
38222,36.4146,-88.1515,TN
43061,40.274,-83.1978,OH
46355,41.3594,-87.2708,IN
48454,43.193,-82.8393,MI
58402,46.9788,-98.96,ND
59828,46.3142,-114.096,MT
62034,38.7609,-89.9706,IL
62036,38.8961,-90.5602,IL
67860,37.9382,-101.2713,KS
72428,35.7337,-90.1838,AR
88103,34.3841,-103.3154,NM
91784,34.141,-117.6581,CA
98283,48.4704,-121.5554,WA
99572,60.4767,-149.8235,AK
5633,44.2595,-72.585,VT
19080,40.044,-75.3877,PA
27504,35.4037,-78.5421,NC
32046,30.6884,-81.9345,FL
47144,38.2868,-85.7321,IN
48809,43.0885,-85.2313,MI
53928,43.4266,-89.1491,WI
56557,47.3362,-95.8856,MN
66285,38.9536,-94.7336,KS
66515,39.9356,-95.712,KS
68033,41.1748,-96.5298,NE
68424,40.3039,-97.0012,NE
68441,40.2169,-96.2302,NE
70380,29.6977,-91.2654,LA
78836,28.3598,-99.586,TX
80204,39.734,-105.0259,CO
83728,43.6135,-116.2035,ID
85541,34.2198,-111.2878,AZ
87316,35.5191,-108.4864,NM
88058,32.1554,-106.735,NM
94060,37.2065,-122.3649,CA
17238,39.8713,-78.1439,PA
67342,37.0561,-95.3442,KS
70810,30.3633,-91.0919,LA
83230,42.7191,-111.5967,ID
87723,36.0384,-105.3836,NM
92684,33.7627,-118.0072,CA
92843,33.7671,-117.929,CA
97118,45.5626,-123.9001,OR
6109,41.7013,-72.6763,CT
27534,35.3664,-77.9221,NC
31778,30.9401,-83.7409,GA
38461,35.5915,-87.3251,TN
40241,38.3045,-85.5815,KY
59405,47.495,-111.2502,MT
62207,38.587,-90.1278,IL
71315,31.1397,-92.3984,LA
73551,34.3525,-98.8814,OK
76077,32.2812,-97.7065,TX
77968,28.8994,-96.8003,TX
93539,34.698,-118.1367,CA
1082,42.2618,-72.2583,MA
13749,42.0156,-75.7905,NY
33125,25.7825,-80.2341,FL
33872,27.4703,-81.4872,FL
47234,39.3774,-85.7679,IN
49017,42.3173,-85.1782,MI
51537,41.6437,-95.3111,IA
68643,41.7053,-97.2381,NE
74117,36.2393,-95.8979,OK
75252,32.9968,-96.7921,TX
92104,32.7454,-117.1272,CA
93442,35.3795,-120.8447,CA
94027,37.4563,-122.2002,CA
95329,37.6899,-120.3851,CA
97282,45.5235,-122.6762,OR
98644,46.3308,-124.0455,WA
6062,41.6727,-72.8644,CT
6795,41.6057,-73.1221,CT
14151,43.0203,-78.8803,NY
17731,41.4109,-76.5819,PA
18902,40.3477,-75.0968,PA
23224,37.4955,-77.471,VA
27560,35.8344,-78.8466,NC
36556,31.1913,-88.0075,AL
49426,42.8748,-85.8751,MI
54837,45.6729,-92.3545,WI
55328,45.0342,-93.8016,MN
57645,45.9386,-101.7232,SD
61489,40.9277,-90.0267,IL
72164,34.6873,-92.2399,AR
74932,35.1494,-94.506,OK
81147,37.2523,-107.0385,CO
84336,41.966,-112.7269,UT
96025,41.2124,-122.2734,CA
97026,45.1086,-122.8962,OR
97416,43.0557,-123.6655,OR
1522,42.3755,-71.8706,MA
7093,40.7888,-74.0115,NJ
29205,33.9903,-80.9997,SC
36071,31.7062,-86.3715,AL
39662,31.3795,-90.2867,MS
40211,38.242,-85.8127,KY
42327,37.575,-87.2773,KY
46126,39.6295,-85.8913,IN
60506,41.7664,-88.3446,IL
70744,30.5556,-90.6652,LA
72770,36.15,-94.2429,AR
89820,40.622,-116.9554,NV
90606,33.9777,-118.0658,CA
94139,37.7749,-122.4194,CA
5476,44.9715,-72.6905,VT
10270,40.7069,-74.0082,NY
10545,41.119,-73.733,NY
12816,43.0466,-73.3814,NY
14530,42.7229,-78.0059,NY
16373,41.2028,-79.747,PA
31327,31.3974,-81.2787,GA
50129,42.0093,-94.3888,IA
66104,39.1375,-94.6792,KS
72431,35.6498,-91.074,AR
74464,35.9094,-94.9787,OK
76446,32.0909,-98.3455,TX
80863,38.9969,-105.0623,CO
99330,46.475,-119.1013,WA
99730,65.4681,-144.7489,AK
28250,35.2271,-80.8431,NC
28327,35.3061,-79.3969,NC
29175,34.4418,-80.6033,SC
40109,38.0546,-85.7713,KY
43984,40.4017,-81.0309,OH
49127,42.022,-86.5119,MI
49651,44.3767,-85.0946,MI
53159,42.5557,-88.2969,WI
62063,39.1986,-90.1542,IL
64079,39.3602,-94.789,MO
74027,36.7804,-95.6181,OK
89031,36.2589,-115.1718,NV
90847,33.7866,-118.2987,CA
95103,37.3378,-121.8908,CA
99507,61.1535,-149.8289,AK
4491,45.5634,-67.4297,ME
4664,44.5458,-68.1279,ME
4952,44.4107,-69.1471,ME
22215,38.8808,-77.1129,VA
32804,28.5754,-81.3955,FL
38326,35.0394,-88.2936,TN
44256,41.1404,-81.8584,OH
49588,43.0314,-85.5503,MI
71110,32.5137,-93.6404,LA
91730,34.107,-117.5941,CA
93715,36.7464,-119.6397,CA
2070,42.0348,-71.387,MA
14080,42.6396,-78.5439,NY
17502,40.1086,-76.6726,PA
17721,41.186,-77.3162,PA
21035,38.9374,-76.6375,MD
28655,35.7346,-81.7042,NC
32348,29.9665,-83.6594,FL
44711,40.8118,-81.3683,OH
56101,43.8831,-95.1373,MN
64070,38.8918,-94.1615,MO
72032,35.0842,-92.4236,AR
73115,35.4449,-97.446,OK
75013,33.1186,-96.6773,TX
85736,31.9011,-111.3702,AZ
89137,36.175,-115.1372,NV
92870,33.8744,-117.8543,CA
96720,19.7025,-155.0939,HI
1080,42.1819,-72.3624,MA
1330,42.5232,-72.811,MA
2338,42.0002,-70.8448,MA
6020,41.8539,-72.9028,CT
25048,37.9439,-81.4369,WV
27507,36.5076,-78.5646,NC
32124,29.1419,-81.1402,FL
48166,41.9766,-83.2804,MI
48804,43.6406,-84.8474,MI
50057,41.1838,-93.1582,IA
53547,42.7294,-89.0301,WI
78732,30.3752,-97.9007,TX
84029,40.6005,-112.4618,UT
93308,35.4244,-119.0433,CA
95334,37.3763,-120.7252,CA
95670,38.6072,-121.2761,CA
2768,41.7562,-71.0671,MA
23509,36.8787,-76.2604,VA
31521,31.15,-81.4915,GA
34477,29.1872,-82.1401,FL
43204,39.9523,-83.078,OH
43981,40.1839,-80.9959,OH
49725,45.9939,-83.9396,MI
52652,41.1043,-91.547,IA
54124,44.9018,-88.3242,WI
60693,41.85,-87.6501,IL
61440,40.3256,-90.6105,IL
67851,37.9931,-100.9893,KS
70002,30.0098,-90.163,LA
71016,32.2452,-93.0936,LA
7845,40.8229,-74.6257,NJ
17961,40.6431,-76.084,PA
26184,39.3157,-81.3819,WV
29543,34.2873,-79.2501,SC
31193,33.8444,-84.4741,GA
40252,38.189,-85.6768,KY
44659,40.6949,-81.7026,OH
50040,42.1706,-94.1052,IA
61419,41.1977,-90.1183,IL
61883,40.0451,-87.636,IL
78011,28.8649,-98.707,TX
84764,37.6184,-112.1735,UT
93218,35.8916,-119.0473,CA
3034,43.0585,-71.3049,NH
10308,40.5518,-74.1526,NY
15675,40.3301,-79.6413,PA
20560,38.8933,-77.0146,DC
28074,35.2247,-81.8851,NC
45004,39.5153,-84.6094,OH
49341,43.1152,-85.5136,MI
52563,41.1826,-92.3097,IA
54539,45.8035,-89.5856,WI
56057,44.3853,-93.7214,MN
74942,34.8979,-94.9758,OK
95209,38.0377,-121.3445,CA
4010,43.9381,-70.9087,ME
13435,43.3052,-75.1502,NY
24983,37.5802,-80.5248,WV
28571,35.0364,-76.7015,NC
38626,34.5357,-90.3693,MS
38927,34.1263,-90.0044,MS
41093,38.3374,-83.5625,KY
44844,40.9752,-83.2637,OH
47711,38.0617,-87.5548,IN
52733,41.8445,-90.1887,IA
64853,36.8767,-94.1855,MO
76628,32.0457,-96.9606,TX
80306,40.1022,-105.3847,CO
85395,33.479,-112.3947,AZ
92179,32.7153,-117.1573,CA
93563,34.3966,-117.7604,CA
4630,44.7424,-67.3821,ME
18917,40.375,-75.2045,PA
29696,34.7516,-83.0399,SC
34289,27.0808,-82.1516,FL
45062,39.479,-84.5512,OH
56733,48.6337,-96.9614,MN
60134,41.886,-88.311,IL
61376,41.5394,-89.6092,IL
65772,36.5807,-93.992,MO
22969,37.7976,-78.6925,VA
38014,35.2673,-89.7687,TN
45887,40.7038,-84.3413,OH
54492,44.5094,-89.5286,WI
60072,42.4048,-88.3054,IL
64660,39.5828,-93.0892,MO
66201,39.0278,-94.6558,KS
92256,34.0606,-116.5656,CA
99131,48.2685,-118.1136,WA
8045,39.8676,-75.0317,NJ
23922,37.1952,-78.1961,VA
24873,37.3315,-81.8915,WV
33838,28.0194,-81.6212,FL
53779,43.0982,-89.3242,WI
59739,44.6441,-112.5625,MT
68810,40.8711,-98.4681,NE
73550,34.6953,-99.9177,OK
79035,34.6417,-102.7241,TX
95017,37.0423,-122.2137,CA
55981,44.3703,-92.0361,MN
71847,33.923,-93.6266,AR
74060,36.2501,-96.2701,OK
89828,40.7505,-115.3631,NV
2345,41.8882,-70.581,MA
7632,40.882,-73.9544,NJ
17972,40.6306,-76.17,PA
23345,37.5529,-75.878,VA
26142,39.2126,-81.4799,WV
61310,41.7042,-89.3472,IL
74132,36.064,-96.0251,OK
98190,47.6062,-122.3321,WA
99204,47.6501,-117.4298,WA
17243,40.2389,-77.9069,PA
20431,38.8986,-77.0428,DC
24062,37.2296,-80.4139,VA
28661,35.9973,-81.5626,NC
36901,32.449,-88.1336,AL
46250,39.9048,-86.0673,IN
60473,41.5979,-87.5938,IL
74439,35.6767,-95.1775,OK
77612,30.4132,-93.9913,TX
84414,41.3112,-111.9689,UT
85392,33.4777,-112.3093,AZ
90028,34.1005,-118.3254,CA
7851,41.2299,-74.8466,NJ
19041,40.0097,-75.3121,PA
22815,38.6083,-78.7875,VA
29424,32.7831,-79.937,SC
31013,32.3386,-83.6926,GA
33114,25.7215,-80.2684,FL
47960,40.7626,-86.755,IN
48191,42.1292,-83.5687,MI
51034,42.1585,-95.7909,IA
77971,28.7724,-96.4793,TX
83661,44.0782,-116.9203,ID
90058,33.9994,-118.2133,CA
95840,38.5816,-121.4933,CA
96009,41.1315,-121.1286,CA
98031,47.388,-122.1932,WA
3440,43.0595,-71.9387,NH
31905,32.3923,-84.9315,GA
40268,38.189,-85.6768,KY
45150,39.1657,-84.233,OH
46980,40.9567,-85.7405,IN
59001,45.5154,-109.4692,MT
62708,39.8061,-89.5864,IL
83812,47.0107,-116.2529,ID
95014,37.318,-122.0449,CA
98504,47.0379,-122.9007,WA
99101,48.3364,-117.9579,WA
